recently started breaking alot purchased exposed skin care reading great reviews . love ! really cleared skin . get pimples exposed helps speed process healing . sensitive skin made face pretty dry first use sparingly . however days skin got used product longer gets dry . would recommend product anyone acne problem reasonably priced makes even better .,4
gave sister guess u get u paid . . . really work great,2
love fact putting serum face feels tighter firmer . used olay products one favorite .,4
package little dirty could recognise thing would placed little longer . search online expiration . deadline .,3
brushes nice soft tiny find difficult find proper blending brush . personally think brushes picks eye shadow well . find complicated place power eye shadow etc anywhere brushes . love soft leave behind parts brush face . bag comes super cute easy use,3
good mirror thing wish tilt . obviously tilt entire piece wish mirror would tilt . little annoying hence star rating .,3
product total rip ! ! basically semi moist towelette like would get free restaurant . really believe amazon ban product site really bad . please please please waste money fraud .,1
bought want use noise maker ap cellphones anymore . worked pretty good first . makes buzzing noise two weeks use . think monitor within feet . cheap noise machine . low quality sounds . makes noise guess works .,3
expected overall stars . price okay bad quality green color concealer,1
cream richly moisturizing not heavy greasy . works well dry skin face entire body .,5
although sponges work nicely not expand placed water . not problem since not affect blending ability sponge enlarge would useful rather small . nonetheless blend foundation flawlessly skin . specifically work amazing blending around eyebrows always issue foundation settles hairline eyebrows . latter primary reason switched using sponges . also mention using sponges damp sheer coverage foundation concealer versus using fingers brush . however still layer coverage needed foundation not look cakey . lastly sponges really dense . seen beauty blender sponge porous tell right not nearly soft squishy bb . not affect blending ability . simply expect lot resistance sponge trying bounce face . short people may turned away density sponges makes difficult clean fact not expand . overall product effective applying makeup work well enough .,4
using system couple weeks really like . skin feels much cleaner smoother hand washing . always acne breakouts lately brush also seems help smooth places . hoping skin continue clear acne eventually control . use wash brush head hibiclens sterilize bristles along warm water . also thinking washing brush head dishwasher month . shall see !,5
got fried pool laying around made sunburn feel better next morning . not sure related thought share smell quite strong though especially dude,4
loved convenience price told future daughter law wanted perfume . thank .,4
great deal complaint one dotting tools fell apart easily fixed glue . overall great buy !,4
splurged personal trainer one month getting free gym membership medicare plan . concerned bmi weight . continuing exercise program decided need product . seems function professional one . although wish numbers lowering faster .,4
using stuff weeks . . . husband childhood accident mangled right foot heel constantly work keeping supple without cracks slits callouses . foot cream delivers promises amazed results . read one review author stated back teenage feet said yeah right happen . guess ! crease one foot could never get rid gone . also little bumps tops feet frozen dermatologist came right back time . much less pronounced feel like feet ugly . yay ! update reordered husband grateful came across imagine using anything else . name appropriate healthy feet creme . think anyone would disappointed problems feet give try .,4
bit conflicted whether not purchase product reading customer reviews . decided give shot find works really well . use keratin oil help protect hair heat . reviews posted others stating product knock say sure works . . . . especially comes price .,4
another one orders came damaged . first said delivered scanned house th august not received product . days ago nd august received half empty bottle product purchased . product bubble wrap drenched receipt could not even read bill .,1
not smelled darn bad actually throw away day failing ever use take smell lingering hair . strong scent nothing quite gets rid . scent like pouring cough syrup head . robitussin smell . wish like really .,2
maybe need get better foundation really notice anything wonderful world . maybe extremely dry skin even though moisturize day ! try another foundation see .,3
super flimsy tarnished ! prongs bend easily covered spots . horrible product never buy .,1
never use since bought . . . . not exactly looking . look nice not looking acrylic nail brush .,3
thicker version curl milk would suggest using lacking extreme moisture hair using curl milk first .,3
great value price tool especially easy first time people want start designing nails pay expensive prices beauty supply stores buy !,5
background history years extremely dry skin hands winter . deep cuts would appear nowhere take weeks heal . used many different products years least soaked hands warm hot water baby oil could bend fingers get type relief . slept cotton gloves white cotton sox hands switched harsh liquid hand soap dove bars every sink home . husband bought hot wax hand spa xmas years ago used times takes hours heat softness lasts hour two treatment . latest tactic use nex care liquid bandage small square bottle sting . put layers deep cut bedtime healing might begin overnight even approach iffy . tried keeffe working hands . gosh idea product existed great within hours cuts starting heal dry patches hands basically calloused areas split beginning soften . jars one car two house . apply many times day . may sting bit first ignore sensation deep cuts wide open patient cuts begin heal . try highly recommend product ! never without . likely use year round .,5
bought due great reviews . not impressed . sits top lips feels sticky smell strong ! felt lip gloss lip moisturizer . also got lemon scent strong except lemon smells sweet fake sweet . found lemon smelled better lavender stinky ! sticking caudalie amazing works wonders ! not purchasing .,1
followed instructions carefully . visit product website . . . . not work . tandazap promoted clinically proven clear fade acne blemishes within hours using times daily . waste money .,1
really makes feet feel good mine awful . thing put morning night . not last long time . however doe definitely work . mind putting twice day . really not real hassle . put feet smooth . even feet rough dry callouses . well worth trying .,4
must product eye shadow base not make perfect eye look without perfect eye shadow base .,4
good gets son clean irritation not better regular version cheaper . also leaves thick residue pump always unplug dried junk . meh get kind love california baby .,4
bought flat iron based reviews saw youtube especially ateya . made hair look great . iron average got hair straight still frizz puffiness . hair even thick overly coarse see better results . hair fine relaxed . dried hair plus keep going new growth still get straight . see fuss iron better flat iron not including target wal mart flat irons . also snagged hair bunch times causing breakage ! returned . .,2
product came highly recommended friend loves reason nothing hair .,2
works great described even better ! straightens even toughest hair even works fine hair . love digital thermostat well .,5
embarrassed admit tried product reading glowing reviews . month use see improvement skin . last portion serum might never come bottle dropper reach hey worked far guessing days make difference . happy see results not one .,1
tool really job . used today first time quick use feel smooth skin . yes bit painful . especially used pulling hairs roots . sensitive skin irritation pulling multiple hairs cause lot redness . incredibly happy went rather cream definitely recommending product !,4
bluetooth work first got scale not able connect couple months . want scale connectability forget find something cheaper . lot pay scale .,2
recommended highly family member . . . . seems work pretty well . however verdict still considered . try next pain ache .,3
notice difference stretch marks notice difference skin . stuff great ! helps blemishes around makes skin feel softer healthier . love fresh clean smell well oil .,5
. . . bought . set remind sitting stagnant desk minutes sure enough buzzes gets move bit throughout day . also smart alarm great feature . avid fan snooze button waking appropriate point sleep cycle opposed ripped slumber blaring alarm proven help alert morning even get first try . recommend anyone trying get slightly better handle day day activity levels though android app leaves bit desired compared ios counterpart still recommend anyone . update september th unfortunately jawbone gone way dinosaur . abruptly stopped working . jawbone support get back two days due higher normal request volume . update new information available .,2
followed instructions letter used new mach blade . shaving silky smooth smelled good . trouble shave work ! think thick oil sticks whiskers flat skin razor glides top without cutting . day growth perhaps works better whiskers short . wound shaving three times get smooth finish . ordinary skin lotion minutes shave works better much cheaper .,1
surprised well . feet not good shape especially winter long time . think little pumice roller wearing rapidly however .,4
price paying big set pretty good not great dont want pay crazy sigma price overpriced brushes,3
really excited get waiting weeks arrive half not box . eyelashes horrible ! even use !,1
due work school schedule often bags eyes . ones occasionally look big enough store family winter wardrobe . always eager try various skin tighteners lotions come vine . want something works well enough stink high heaven like alternatives . comes product pluses minuses . minuses bad others deal breaker like sort . pros stink particularly bad perfume smell . anything smell incredibly muted almost nonexistent . pleasant smell not one came tons perfumes . always surprises many companies realized many people want facial products ton perfume . sometimes nice something like lotion remains skin hours not always good thing . thing liked went nice smooth . creamy little goes long way comes skin something lot people appreciate . cons oily oily . could feel oil base applying assumed absorb skin . not still felt little oily later went touch later see made skin smooth soft . deal breaker since skin get oily last place want get clogged skin eyes . note oily feeling skin feel producing natural oils . however notice difference skin bags bad normally . also say slightly oily feeling skin soft . would something probably recommend someone drier skin perhaps .,3
never buy product ever hell leaves oranges blotche dont recommend buy got wednesday sucks,1
first inconvenient not useful removing blackhead . second caused inflammation although cleaned alcohol . know bacteria hurt skin .,1
recieved light excited use timer didnt work recieved . return brand new light .,2
probably one best purchases made ever . use tools every time nails . highly recommend buying product .,5
cheaper price buy tj maxx smelled different way hair felt use different . not slip get product purchased elsewhere . . . . people make knock hair products gave away bottles bought younger cousins standards yet lol,1
product wonderful effective low price good quantity believed lowest price skin care product know market good quality husband used happy everywhere go always bring saved lot budget,5
anything . stick pantene gel . made hair heavy limp . like products though .,1
great product . use aftershave know poorly regular aftershave going hurt lot . could scrap skin razor still burn lavender aroma falls away mins . misused star . edit using thayers brand lavender well thayers exclusively months . skin noticeably hydrated . use organic face wash taylor old bond street shaving cream thayers exclusively de straight razor shaving .,4
need flat iron read many reviews . really want pay ton money heard lot knock offs big seller everyone uses made leary . daughter daughter law expensive one swear . reading reviews hsi professional flat iron thought heck . week absolutely love . heats really quickly hair not tangle problems ever . showed daughter let try impressed well . told price even believe . said way expensive quality . assured agreed well worth price paid . glad took chance would definitely recommend anyone looking good quality flat iron . thanks hsi amazon ! !,5
love flat iron . looking around chi saw many imitations bad reviews stumbled one saw fantastic reviews thought would give shot . showed door mins . ago tried right away . never excited flat iron life . hair big thick half wavy half curly pain butt straighten . normally go inch piece hair least times get flat used hsi today went made hair flat incredibly shiny healthy looking . not use product flat iron . buy anything else bucks best purchase ever made amazon .,5
looks like pic bit smell . used yet maybe later find use . would recommend friends family .,2
self tanner pretty good . leaks though bottle turns mine got knocked spilled . upset still got applicatons . color nice lasted days . purchase make sure set bottle someplace wont get knocked .,4
tired works good streaks soft cleans really well study doesnt seem like fall apart time soon,1
item received not authentic pedegg although advertised even came looked like authentic packaging . probably real pedeggs purchased retail stores least things wrong knock received scream knock . metal file surface curved dangerous could cut deeply ! top fit bottom black finishing pads look different black grease marks something ! inside bottom piece patent info real ones pieces not fit together properly . . . . . could go . anyway stay away product . bad false advertisement not authentic not listed packaged ! going trash already got refund .,1
